學年度,設立別,學校類別,學校統計處代碼,學校名稱,單位代碼,單位名稱,外籍專任教師數-教師總數,外籍專任教師數-教師總數男,外籍專任教師數-教師總數女,外籍專任教師數-教授男,外籍專任教師數-教授女,外籍專任教師數-副教授男,外籍專任教師數-副教授女,外籍專任教師數-助理教授男,外籍專任教師數-助理教授女,外籍專任教師數-講師男,外籍專任教師數-講師女,外籍專任教師數-其他教師男,外籍專任教師數-其他教師女
107,公立,一般大學,0006,國立中興大學,07111055,化學工程學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0006,國立中興大學,08111064,國際農學碩士學位學程,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,一般大學,0007,國立陽明交通大學,02151003,音樂研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0007,國立陽明交通大學,02311005,外國語文學系,3,2,1,1,0,1,0,0,1,0,0,0,0
107,公立,一般大學,0007,國立陽明交通大學,04131017,經營管理研究所,2,1,1,0,0,0,1,1,0,0,0,0,0
107,公立,一般大學,0007,國立陽明交通大學,04199023,科技管理研究所,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,一般大學,0007,國立陽明交通大學,04212027,科技法律研究所,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,一般大學,0007,國立陽明交通大學,05121028,生物科技學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0007,國立陽明交通大學,05121030,分子醫學與生物工程研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0007,國立陽明交通大學,05311036,應用化學系,4,4,0,2,0,1,0,1,0,0,0,0,0
107,公立,一般大學,0007,國立陽明交通大學,05331040,物理研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0007,國立陽明交通大學,05331041,電子物理學系,4,4,0,3,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0007,國立陽明交通大學,05411045,應用數學系,3,3,0,1,0,2,0,0,0,0,0,0,0
107,公立,一般大學,0007,國立陽明交通大學,07141050,電機工程學系,4,4,0,2,0,0,0,2,0,0,0,0,0
107,公立,一般大學,0007,國立陽明交通大學,07141053,電子研究所,2,2,0,0,0,2,0,0,0,0,0,0,0
107,公立,一般大學,0007,國立陽明交通大學,07141055,光電工程學系,1,0,1,0,0,0,1,0,0,0,0,0,0
107,公立,一般大學,0007,國立陽明交通大學,07141062,電信工程研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0007,國立陽明交通大學,07151070,機械工程學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0007,國立陽明交通大學,07193077,生醫工程研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,0007,國立陽明交通大學,07321071,土木工程學系,2,2,0,1,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0007,國立陽明交通大學,99999Z01,通識教育中心,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,一般大學,0007,國立陽明交通大學,99999Z08,語言教學與研究中心,2,1,1,0,0,0,0,0,1,1,0,0,0
107,公立,一般大學,0007,國立陽明交通大學,99999Z99,國際半導體產業學院,2,2,0,0,0,0,0,2,0,0,0,0,0
107,公立,一般大學,0008,國立中央大學,01115001,學習與教學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,0008,國立中央大學,02221010,歷史研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,0008,國立中央大學,02311007,英美語文學系,4,3,1,2,1,0,0,1,0,0,0,0,0
107,公立,一般大學,0008,國立中央大學,02311008,法國語文學系,4,4,0,0,0,2,0,1,0,1,0,0,0
107,公立,一般大學,0008,國立中央大學,03131017,認知神經科學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,0008,國立中央大學,05321036,地球科學學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,0008,國立中央大學,05323039,水文與海洋科學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,0008,國立中央大學,05331042,物理學系,4,4,0,1,0,2,0,1,0,0,0,0,0
107,公立,一般大學,0008,國立中央大學,05332045,天文研究所,3,3,0,0,0,1,0,2,0,0,0,0,0
107,公立,一般大學,0008,國立中央大學,05411051,數學系,2,2,0,2,0,0,0,0,0,0,0,0,0
107,公立,一般大學,0008,國立中央大學,05421052,統計研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0008,國立中央大學,07111069,化學工程與材料工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,0008,國立中央大學,07151064,機械工程學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0008,國立中央大學,07193074,生醫科學與工程學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0009,國立中山大學,02151002,音樂學系,1,0,1,0,0,0,1,0,0,0,0,0,0
107,公立,一般大學,0009,國立中山大學,02231008,哲學研究所,2,2,0,1,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0009,國立中山大學,02299Y15,文學院,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,一般大學,0009,國立中山大學,02311006,外國語文學系,3,3,0,1,0,0,0,1,0,1,0,0,0
107,公立,一般大學,0009,國立中山大學,02322005,中國文學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0009,國立中山大學,03121011,政治學研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0009,國立中山大學,03199Y19,社會科學院,2,1,1,0,0,0,0,1,1,0,0,0,0
107,公立,一般大學,0009,國立中山大學,04131021,企業管理學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0009,國立中山大學,04131022,管理學院國際經營管理碩士學程,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0009,國立中山大學,04131028,人力資源管理研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0009,國立中山大學,04199025,行銷傳播管理研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0009,國立中山大學,04199Y31,管理學院,3,3,0,0,0,0,0,3,0,0,0,0,0
107,公立,一般大學,0009,國立中山大學,05111033,生物科學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0009,國立中山大學,05311037,化學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0009,國立中山大學,05399Y35,海洋科學學院,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0009,國立中山大學,05399Y37,理學院,4,4,0,0,0,0,0,4,0,0,0,0,0
107,公立,一般大學,0009,國立中山大學,06131052,資訊管理學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0009,國立中山大學,07141053,電機工程學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0009,國立中山大學,07151059,海下科技研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,0009,國立中山大學,07199Y40,工學院,3,3,0,0,0,0,0,3,0,0,0,0,0
107,公立,一般大學,0009,國立中山大學,99999Z01,通識教育中心,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0012,國立臺灣海洋大學,05323020,海洋環境資訊系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0012,國立臺灣海洋大學,05323022,海洋環境與生態研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0012,國立臺灣海洋大學,99999Z01,共同教育中心,1,1,0,0,0,0,0,0,0,1,0,0,0
107,公立,一般大學,0013,國立中正大學,02231016,哲學系,2,2,0,0,0,2,0,0,0,0,0,0,0
107,公立,一般大學,0013,國立中正大學,02311012,外國語文學系,2,2,0,1,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0013,國立中正大學,02399014,語言學研究所,2,1,1,1,1,0,0,0,0,0,0,0,0
107,公立,一般大學,0013,國立中正大學,07141054,電機工程學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0014,國立高雄師範大學,02151013,音樂學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0014,國立高雄師範大學,02311021,英語學系,2,1,1,0,0,1,0,0,1,0,0,0,0
107,公立,一般大學,0015,國立彰化師範大學,02311020,英語學系,3,3,0,0,0,0,0,1,0,2,0,0,0
107,公立,一般大學,0015,國立彰化師範大學,04131029,企業管理學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,0015,國立彰化師範大學,09212055,復健諮商研究所,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,一般大學,0016,國立陽明大學,02231002,心智哲學研究所,2,1,1,0,0,1,1,0,0,0,0,0,0
107,公立,一般大學,0016,國立陽明大學,05122009,微生物及免疫學研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0016,國立陽明大學,07193019,生醫光電研究所,2,2,0,2,0,0,0,0,0,0,0,0,0
107,公立,一般大學,0016,國立陽明大學,09131052,社區健康照護研究所,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,一般大學,0016,國立陽明大學,99999Z99,人文與社會教育中心,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0017,國立臺北大學,02221005,歷史學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0017,國立臺北大學,02322002,中國文學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,0017,國立臺北大學,03141011,社會學系,1,0,1,0,0,0,1,0,0,0,0,0,0
107,公立,一般大學,0017,國立臺北大學,07141035,電機工程學系,2,1,1,0,0,1,0,0,1,0,0,0,0
107,公立,一般大學,0017,國立臺北大學,99999Z08,語言中心,1,1,0,0,0,0,0,0,0,1,0,0,0
107,公立,一般大學,0018,國立嘉義大學,02311031,外國語言學系,2,2,0,0,0,0,0,1,0,1,0,0,0
107,公立,一般大學,0018,國立嘉義大學,99999Z08,語言中心,3,2,1,0,0,0,0,0,0,2,1,0,0
107,公立,一般大學,0019,國立高雄大學,02311002,西洋語文學系,2,2,0,0,0,1,0,1,0,0,0,0,0
107,公立,一般大學,0019,國立高雄大學,02311003,東亞語文學系,6,2,4,0,0,1,2,1,2,0,0,0,0
107,公立,一般大學,0019,國立高雄大學,05311022,應用化學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0019,國立高雄大學,05331023,應用物理學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,0020,國立東華大學,02222042,族群關係與文化學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0020,國立東華大學,03131046,諮商與臨床心理學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0020,國立東華大學,04131060,國際企業學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0020,國立東華大學,04134054,公共行政學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0020,國立東華大學,05311071,化學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,0020,國立東華大學,05331072,物理學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,0020,國立東華大學,07112090,材料科學與工程學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0020,國立東華大學,99999Z08,語言中心,4,4,0,0,0,0,0,0,0,4,0,0,0
107,公立,一般大學,0021,國立暨南國際大學,01111004,諮商心理與人力資源發展學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0021,國立暨南國際大學,02311014,外國語文學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,0021,國立暨南國際大學,03143019,東南亞學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0021,國立暨南國際大學,07141031,電機工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,0021,國立暨南國際大學,99999Z08,語文教學研究中心,1,1,0,0,0,0,0,0,0,1,0,0,0
107,公立,技專校院,0022,國立臺灣科技大學,02311003,應用外語系,2,0,2,0,0,0,1,0,0,0,1,0,0
107,公立,技專校院,0022,國立臺灣科技大學,04199013,管理學院,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,技專校院,0022,國立臺灣科技大學,05399015,應用科技研究所,5,3,2,1,1,1,0,1,1,0,0,0,0
107,公立,技專校院,0022,國立臺灣科技大學,07111026,化學工程系,2,1,1,0,0,1,0,0,1,0,0,0,0
107,公立,技專校院,0022,國立臺灣科技大學,07112028,材料科學與工程系,3,3,0,3,0,0,0,0,0,0,0,0,0
107,公立,技專校院,0022,國立臺灣科技大學,07141017,電機工程系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,技專校院,0022,國立臺灣科技大學,07141018,電子工程系,2,2,0,1,0,1,0,0,0,0,0,0,0
107,公立,技專校院,0022,國立臺灣科技大學,07141019,光電工程研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,技專校院,0022,國立臺灣科技大學,07151023,機械工程系,3,3,0,2,0,0,0,1,0,0,0,0,0
107,公立,技專校院,0022,國立臺灣科技大學,07191012,工業管理系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,技專校院,0022,國立臺灣科技大學,07199033,工程學院,2,2,0,0,0,0,0,2,0,0,0,0,0
107,公立,技專校院,0022,國立臺灣科技大學,07311038,建築系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,技專校院,0022,國立臺灣科技大學,99999Z07,體育室,1,1,0,0,0,0,0,0,0,1,0,0,0
107,公立,技專校院,0022,國立臺灣科技大學,99999Z08,語言中心,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,技專校院,0022,國立臺灣科技大學,99999Z99,研究發展處,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,技專校院,0023,國立雲林科技大學,02192002,文化資產維護系,2,2,0,1,0,0,0,1,0,0,0,0,0
107,公立,技專校院,0023,國立雲林科技大學,02311004,應用外語系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,技專校院,0023,國立雲林科技大學,02322003,漢學應用研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,技專校院,0023,國立雲林科技大學,99999006,前瞻學士學位學程,6,5,1,0,0,0,1,5,0,0,0,0,0
107,公立,技專校院,0023,國立雲林科技大學,99999Z01,通識教育中心,2,2,0,0,0,0,0,0,0,2,0,0,0
107,公立,技專校院,0024,國立屏東科技大學,01118001,技術及職業教育研究所,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,技專校院,0024,國立屏東科技大學,02311002,應用外語系,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,技專校院,0024,國立屏東科技大學,07151018,機械工程系,1,0,1,0,1,0,0,0,0,0,0,0,0
107,公立,技專校院,0024,國立屏東科技大學,07161019,車輛工程系,2,1,1,1,0,0,0,0,1,0,0,0,0
107,公立,技專校院,0024,國立屏東科技大學,08199030,熱帶農業暨國際合作系,2,2,0,0,0,1,0,1,0,0,0,0,0
107,公立,技專校院,0025,國立臺北科技大學,02311002,應用英文系,3,2,1,1,0,1,1,0,0,0,0,0,0
107,公立,技專校院,0025,國立臺北科技大學,07111048,化學工程與生物科技系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,技專校院,0025,國立臺北科技大學,07111053,分子科學與工程系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,技專校院,0025,國立臺北科技大學,07132068,能源與冷凍空調工程系,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,技專校院,0025,國立臺北科技大學,07151043,製造科技研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,技專校院,0025,國立臺北科技大學,07191022,工業工程與管理系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,技專校院,0025,國立臺北科技大學,07321045,土木工程系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,0028,國立臺北藝術大學,02111019,動畫學系,1,0,1,0,1,0,0,0,0,0,0,0,0
107,公立,一般大學,0028,國立臺北藝術大學,02151005,音樂學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0028,國立臺北藝術大學,02151006,傳統音樂學系,1,0,1,0,0,0,1,0,0,0,0,0,0
107,公立,一般大學,0028,國立臺北藝術大學,02152010,劇場藝術創作研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,0028,國立臺北藝術大學,02152011,劇場設計學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,0028,國立臺北藝術大學,02152013,舞蹈研究所,2,1,1,0,1,1,0,0,0,0,0,0,0
107,公立,一般大學,0028,國立臺北藝術大學,02152013,舞蹈學系,3,3,0,1,0,1,0,1,0,0,0,0,0
107,公立,一般大學,0029,國立臺灣藝術大學,02132006,雕塑學系,2,1,1,0,0,0,0,1,1,0,0,0,0
107,公立,一般大學,0029,國立臺灣藝術大學,02151010,音樂學系,1,0,1,0,1,0,0,0,0,0,0,0,0
107,公立,一般大學,0029,國立臺灣藝術大學,02152014,舞蹈學系,1,0,1,0,0,0,1,0,0,0,0,0,0
107,公立,一般大學,0030,國立臺東大學,02311015,英美語文學系,1,1,0,0,0,0,0,0,0,1,0,0,0
107,公立,一般大學,0031,國立宜蘭大學,02311001,外國語文學系,2,2,0,0,0,1,0,1,0,0,0,0,0
107,公立,技專校院,0033,國立虎尾科技大學,02311001,應用外語系,3,2,1,0,0,0,1,2,0,0,0,0,0
107,公立,一般大學,0035,國立臺南藝術大學,02111013,動畫藝術與影像美學研究所,3,3,0,2,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0035,國立臺南藝術大學,02131016,藝術創作理論研究所,2,1,1,1,0,0,1,0,0,0,0,0,0
107,公立,一般大學,0035,國立臺南藝術大學,02151001,音樂學系,2,2,0,1,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0035,國立臺南藝術大學,02151004,民族音樂學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,0037,國立臺北教育大學,02121014,藝術與造形設計學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0037,國立臺北教育大學,02151031,音樂學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0039,國立臺中教育大學,02311032,英語學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,技專校院,0042,國立澎湖科技大學,02311001,應用外語系,1,1,0,0,0,0,0,0,0,1,0,0,0
107,公立,技專校院,0046,國立臺北護理健康大學,99999Z01,通識(教育)中心,1,1,0,0,0,0,0,0,0,1,0,0,0
107,公立,技專校院,0047,國立高雄餐旅大學,02311002,應用英語系,3,3,0,0,0,0,0,3,0,0,0,0,0
107,公立,技專校院,0047,國立高雄餐旅大學,02311003,應用日語系,2,2,0,0,0,1,0,1,0,0,0,0,0
107,公立,技專校院,0047,國立高雄餐旅大學,10131009,國際廚藝學士學位學程,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,技專校院,0047,國立高雄餐旅大學,10151016,國際觀光學士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,技專校院,0047,國立高雄餐旅大學,99999Y45,國際學院,1,1,0,1,0,0,0,0,0,0,0,0,0
107,公立,一般大學,0048,國立金門大學,02311002,應用英語學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,一般大學,0048,國立金門大學,02322001,華語文學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0048,國立金門大學,03121006,國際暨大陸事務學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0048,國立金門大學,04131009,企業管理學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0049,國立臺灣體育運動大學,01141001,體育學系,1,0,1,0,0,0,0,0,0,0,1,0,0
107,公立,一般大學,0049,國立臺灣體育運動大學,02152002,舞蹈學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,公立,技專校院,0050,國立臺中科技大學,02311003,應用英語系,3,3,0,0,0,0,0,2,0,1,0,0,0
107,公立,技專校院,0050,國立臺中科技大學,02311004,應用日語系,3,2,1,0,0,0,0,2,1,0,0,0,0
107,公立,技專校院,0050,國立臺中科技大學,99999Z08,語言中心,2,1,1,0,0,0,0,0,0,1,1,0,0
107,公立,技專校院,0051,國立臺北商業大學,02311006,應用外語系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0052,國立屏東大學,01199023,科普傳播學系,1,0,1,0,0,0,0,0,1,0,0,0,0
107,公立,一般大學,0052,國立屏東大學,02111025,視覺藝術學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,公立,一般大學,0052,國立屏東大學,02311029,英語學系,3,3,0,0,0,0,0,1,0,2,0,0,0
107,公立,一般大學,0052,國立屏東大學,02311031,應用日語學系,1,1,0,0,0,0,0,0,0,1,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,02311002,應用英語系(第一校區),3,2,1,0,0,1,0,1,0,0,1,0,0
107,公立,技專校院,0053,國立高雄科技大學,02311003,應用德語系(第一校區),2,2,0,0,0,0,0,1,0,1,0,0,0
107,公立,技專校院,0053,國立高雄科技大學,02311008,應用日語系(第一校區),3,1,2,0,0,1,0,0,1,0,1,0,0
107,公立,技專校院,0053,國立高雄科技大學,10412060,航運管理系(楠梓校區/旗津校區),1,1,0,0,0,0,0,0,0,1,0,0,0
107,私立,一般大學,1001,東海大學,02151003,音樂學系,2,2,0,1,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,02231010,哲學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,02311005,外國語文學系,7,6,1,1,0,2,1,2,0,1,0,0,0
107,私立,一般大學,1001,東海大學,02311007,日本語言文化學系,7,6,1,0,0,2,0,3,1,1,0,0,0
107,私立,一般大學,1001,東海大學,04131021,國際學院國際經營管理學位學程,3,2,1,1,0,0,0,0,1,1,0,0,0
107,私立,一般大學,1001,東海大學,04141023,國際經營與貿易學系,3,1,2,0,1,1,0,0,1,0,0,0,0
107,私立,一般大學,1001,東海大學,05111028,生命科學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1001,東海大學,05211056,永續科學與工程學士學位學程,2,1,1,0,0,0,0,1,1,0,0,0,0
107,私立,一般大學,1001,東海大學,05311030,化學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1001,東海大學,99999Z08,英語中心,11,7,4,0,0,0,0,0,0,7,4,0,0
107,私立,一般大學,1002,輔仁大學,01114047,教育領導與發展研究所,2,2,0,0,0,0,0,2,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,02125082,織品服裝學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,02151034,音樂學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,02211019,宗教學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,02221074,歷史學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,02231037,哲學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,02311009,日本語文學系,5,2,3,0,1,2,2,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,02311016,西班牙語文學系,3,2,1,1,0,0,0,1,1,0,0,0,0
107,私立,一般大學,1002,輔仁大學,02311021,法國語文學系,3,2,1,0,0,1,0,1,1,0,0,0,0
107,私立,一般大學,1002,輔仁大學,02311033,英國語文學系,3,3,0,0,0,1,0,2,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,02311057,義大利語文學系,4,4,0,0,0,0,0,4,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,02311072,德語語文學系,3,3,0,0,0,1,0,2,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,02399Y16,外國語文學院,2,1,1,0,0,0,0,0,0,1,1,0,0
107,私立,一般大學,1002,輔仁大學,04121027,金融與國際企業學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,04211020,學士後法律學系,1,0,1,0,0,0,1,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,05191080,營養科學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,06131058,資訊工程學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,09121085,醫學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1002,輔仁大學,99999Z99,全人教育課程中心,2,2,0,0,0,0,0,1,0,1,0,0,0
107,私立,一般大學,1003,東吳大學,02151001,音樂學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1003,東吳大學,02311004,英文學系,6,4,2,1,1,1,0,0,1,2,0,0,0
107,私立,一般大學,1003,東吳大學,02311005,日本語文學系,4,3,1,0,0,0,0,1,0,2,1,0,0
107,私立,一般大學,1003,東吳大學,02311012,德國文化學系,3,2,1,0,0,1,0,1,0,0,1,0,0
107,私立,一般大學,1003,東吳大學,03111008,經濟學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1004,中原大學,02124009,室內設計學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1004,中原大學,02211006,宗教研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,02311005,應用外國語文學系,2,2,0,0,0,0,0,2,0,0,0,0,0
107,私立,一般大學,1004,中原大學,04111013,會計學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1004,中原大學,04121019,財務金融學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,05121022,生物科技學系,1,0,1,0,0,0,0,0,1,0,0,0,0
107,私立,一般大學,1004,中原大學,05311023,化學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,05331024,物理學系,2,2,0,1,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,07111037,化學工程學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311079,英美語言文化學系,1,1,0,0,0,0,0,1,0,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311081,俄國語文學系,2,0,2,0,0,0,1,0,1,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,7,6,1,1,0,3,1,1,0,1,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311084,西班牙語文學系,4,4,0,1,0,1,0,2,0,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311085,德國語文學系,2,2,0,0,0,0,0,2,0,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311086,法國語文學系,6,5,1,1,0,3,0,1,1,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,6,4,2,0,0,1,2,1,0,2,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111076,經濟學系,1,1,0,0,0,1,0,0,0,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03121074,全球政治經濟學系,4,3,1,0,0,2,1,1,0,0,0,0,0
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122059,外交與國際關係學系,1,1,0,0,0,1,0,0,0,0,0,0,0
