學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,在學學生數小計,在學學生數男,在學學生數女
106,公立,一般大學,0001,國立政治大學,學士班(日間),9632,3934,5698
106,公立,一般大學,0001,國立政治大學,碩士班(日間),4028,1846,2182
106,公立,一般大學,0001,國立政治大學,碩士在職專班,1741,871,870
106,公立,一般大學,0001,國立政治大學,博士班,952,565,387
106,公立,一般大學,0002,國立清華大學,學士班(日間),8892,4758,4134
106,公立,一般大學,0002,國立清華大學,碩士班(日間),4955,3100,1855
106,公立,一般大學,0002,國立清華大學,碩士在職專班,1130,423,707
106,公立,一般大學,0002,國立清華大學,博士班,1687,1253,434
106,公立,一般大學,0003,國立臺灣大學,學士班(日間),16557,9393,7164
106,公立,一般大學,0003,國立臺灣大學,學士班(進修),1,1,0
106,公立,一般大學,0003,國立臺灣大學,碩士班(日間),10201,6188,4013
106,公立,一般大學,0003,國立臺灣大學,碩士在職專班,1427,930,497
106,公立,一般大學,0003,國立臺灣大學,博士班,3616,2542,1074
106,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),8085,3584,4501
106,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),3956,1635,2321
106,公立,一般大學,0004,國立臺灣師範大學,碩士在職專班,1992,584,1408
106,公立,一般大學,0004,國立臺灣師範大學,博士班,1393,711,682
106,公立,一般大學,0005,國立成功大學,學士班(日間),11481,7210,4271
106,公立,一般大學,0005,國立成功大學,碩士班(日間),6595,4138,2457
106,公立,一般大學,0005,國立成功大學,碩士在職專班,1343,855,488
106,公立,一般大學,0005,國立成功大學,博士班,1833,1287,546
106,公立,一般大學,0006,國立中興大學,學士班(日間),8073,4733,3340
106,公立,一般大學,0006,國立中興大學,學士班(進修),950,401,549
106,公立,一般大學,0006,國立中興大學,碩士班(日間),3321,1994,1327
106,公立,一般大學,0006,國立中興大學,碩士在職專班,1544,1028,516
106,公立,一般大學,0006,國立中興大學,博士班,989,703,286
106,公立,一般大學,0007,國立陽明交通大學,學士班(日間),5455,3815,1640
106,公立,一般大學,0007,國立陽明交通大學,碩士班(日間),5543,3815,1728
106,公立,一般大學,0007,國立陽明交通大學,碩士在職專班,1470,1029,441
106,公立,一般大學,0007,國立陽明交通大學,博士班,1701,1359,342
106,公立,一般大學,0008,國立中央大學,學士班(日間),6117,3917,2200
106,公立,一般大學,0008,國立中央大學,碩士班(日間),3448,2289,1159
106,公立,一般大學,0008,國立中央大學,碩士在職專班,1325,831,494
106,公立,一般大學,0008,國立中央大學,博士班,1034,760,274
106,公立,一般大學,0009,國立中山大學,學士班(日間),4740,2952,1788
106,公立,一般大學,0009,國立中山大學,碩士班(日間),2901,1818,1083
106,公立,一般大學,0009,國立中山大學,碩士在職專班,1027,522,505
106,公立,一般大學,0009,國立中山大學,博士班,798,545,253
106,公立,一般大學,0012,國立臺灣海洋大學,學士班(日間),5737,3986,1751
106,公立,一般大學,0012,國立臺灣海洋大學,學士班(進修),664,410,254
106,公立,一般大學,0012,國立臺灣海洋大學,碩士班(日間),1393,920,473
106,公立,一般大學,0012,國立臺灣海洋大學,碩士在職專班,566,350,216
106,公立,一般大學,0012,國立臺灣海洋大學,博士班,292,223,69
106,公立,一般大學,0013,國立中正大學,學士班(日間),6728,3670,3058
106,公立,一般大學,0013,國立中正大學,碩士班(日間),2826,1764,1062
106,公立,一般大學,0013,國立中正大學,碩士在職專班,1370,658,712
106,公立,一般大學,0013,國立中正大學,博士班,588,400,188
106,公立,一般大學,0014,國立高雄師範大學,學士班(日間),3487,1657,1830
106,公立,一般大學,0014,國立高雄師範大學,碩士班(日間),1378,505,873
106,公立,一般大學,0014,國立高雄師範大學,碩士在職專班,1339,463,876
106,公立,一般大學,0014,國立高雄師範大學,博士班,450,225,225
106,公立,一般大學,0015,國立彰化師範大學,學士班(日間),4895,2540,2355
106,公立,一般大學,0015,國立彰化師範大學,碩士班(日間),1510,762,748
106,公立,一般大學,0015,國立彰化師範大學,碩士在職專班,1353,594,759
106,公立,一般大學,0015,國立彰化師範大學,博士班,477,286,191
106,公立,一般大學,0016,國立陽明大學,學士班(日間),2107,1160,947
106,公立,一般大學,0016,國立陽明大學,碩士班(日間),1226,493,733
106,公立,一般大學,0016,國立陽明大學,碩士在職專班,135,43,92
106,公立,一般大學,0016,國立陽明大學,博士班,864,503,361
106,公立,一般大學,0017,國立臺北大學,學士班(日間),5878,2674,3204
106,公立,一般大學,0017,國立臺北大學,學士班(進修),1959,752,1207
106,公立,一般大學,0017,國立臺北大學,碩士班(日間),1346,667,679
106,公立,一般大學,0017,國立臺北大學,碩士在職專班,456,205,251
106,公立,一般大學,0017,國立臺北大學,博士班,214,142,72
106,公立,一般大學,0018,國立嘉義大學,學士班(日間),7830,4036,3794
106,公立,一般大學,0018,國立嘉義大學,學士班(進修),2095,1264,831
106,公立,一般大學,0018,國立嘉義大學,碩士班(日間),1355,621,734
106,公立,一般大學,0018,國立嘉義大學,碩士在職專班,938,386,552
106,公立,一般大學,0018,國立嘉義大學,博士班,181,98,83
106,公立,一般大學,0019,國立高雄大學,學士班(日間),4193,2379,1814
106,公立,一般大學,0019,國立高雄大學,學士班(進修),170,106,64
106,公立,一般大學,0019,國立高雄大學,碩士班(日間),646,420,226
106,公立,一般大學,0019,國立高雄大學,碩士在職專班,473,303,170
106,公立,一般大學,0019,國立高雄大學,博士班,24,22,2
106,公立,一般大學,0020,國立東華大學,學士班(日間),7659,3747,3912
106,公立,一般大學,0020,國立東華大學,碩士班(日間),1582,826,756
106,公立,一般大學,0020,國立東華大學,碩士在職專班,567,261,306
106,公立,一般大學,0020,國立東華大學,博士班,346,224,122
106,公立,一般大學,0021,國立暨南國際大學,學士班(日間),4675,2194,2481
106,公立,一般大學,0021,國立暨南國際大學,碩士班(日間),903,462,441
106,公立,一般大學,0021,國立暨南國際大學,碩士在職專班,437,202,235
106,公立,一般大學,0021,國立暨南國際大學,博士班,346,196,150
106,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),5729,3955,1774
106,公立,技專校院,0022,國立臺灣科技大學,學士班(進修),11,1,10
106,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),3469,2442,1027
106,公立,技專校院,0022,國立臺灣科技大學,碩士在職專班,786,531,255
106,公立,技專校院,0022,國立臺灣科技大學,博士班,1024,816,208
106,公立,技專校院,0023,國立雲林科技大學,學士班(日間),6541,3877,2664
106,公立,技專校院,0023,國立雲林科技大學,學士班(進修),45,22,23
106,公立,技專校院,0023,國立雲林科技大學,碩士班(日間),1973,1271,702
106,公立,技專校院,0023,國立雲林科技大學,碩士在職專班,727,414,313
106,公立,技專校院,0023,國立雲林科技大學,博士班,429,285,144
106,公立,技專校院,0024,國立屏東科技大學,學士班(日間),7786,4052,3734
106,公立,技專校院,0024,國立屏東科技大學,學士班(進修),1521,807,714
106,公立,技專校院,0024,國立屏東科技大學,碩士班(日間),1153,689,464
106,公立,技專校院,0024,國立屏東科技大學,碩士在職專班,475,329,146
106,公立,技專校院,0024,國立屏東科技大學,博士班,252,167,85
106,公立,技專校院,0025,國立臺北科技大學,學士班(日間),6067,4200,1867
106,公立,技專校院,0025,國立臺北科技大學,學士班(進修),1927,1546,381
106,公立,技專校院,0025,國立臺北科技大學,碩士班(日間),2783,2097,686
106,公立,技專校院,0025,國立臺北科技大學,碩士在職專班,1474,1071,403
106,公立,技專校院,0025,國立臺北科技大學,博士班,722,576,146
106,公立,技專校院,0026,國立高雄第一科技大學,學士班(日間),5811,2942,2869
106,公立,技專校院,0026,國立高雄第一科技大學,碩士班(日間),1052,645,407
106,公立,技專校院,0026,國立高雄第一科技大學,碩士在職專班,714,502,212
106,公立,技專校院,0026,國立高雄第一科技大學,博士班,227,175,52
106,公立,技專校院,0027,國立高雄應用科技大學,學士班(日間),7380,4777,2603
106,公立,技專校院,0027,國立高雄應用科技大學,學士班(進修),1849,1156,693
106,公立,技專校院,0027,國立高雄應用科技大學,碩士班(日間),1171,831,340
106,公立,技專校院,0027,國立高雄應用科技大學,碩士在職專班,1132,717,415
106,公立,技專校院,0027,國立高雄應用科技大學,博士班,290,239,51
106,公立,一般大學,0028,國立臺北藝術大學,七年一貫,75,34,41
106,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),1821,642,1179
106,公立,一般大學,0028,國立臺北藝術大學,碩士班(日間),956,350,606
106,公立,一般大學,0028,國立臺北藝術大學,碩士在職專班,193,66,127
106,公立,一般大學,0028,國立臺北藝術大學,博士班,86,27,59
106,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),2438,699,1739
106,公立,一般大學,0029,國立臺灣藝術大學,學士班(進修),1950,596,1354
106,公立,一般大學,0029,國立臺灣藝術大學,碩士班(日間),754,273,481
106,公立,一般大學,0029,國立臺灣藝術大學,碩士在職專班,429,171,258
106,公立,一般大學,0029,國立臺灣藝術大學,博士班,112,54,58
106,公立,一般大學,0030,國立臺東大學,學士班(日間),3526,1732,1794
106,公立,一般大學,0030,國立臺東大學,學士班(進修),173,78,95
106,公立,一般大學,0030,國立臺東大學,碩士班(日間),334,136,198
106,公立,一般大學,0030,國立臺東大學,碩士在職專班,542,158,384
106,公立,一般大學,0030,國立臺東大學,博士班,41,14,27
106,公立,一般大學,0031,國立宜蘭大學,學士班(日間),4450,2886,1564
106,公立,一般大學,0031,國立宜蘭大學,學士班(進修),378,255,123
106,公立,一般大學,0031,國立宜蘭大學,碩士班(日間),474,329,145
106,公立,一般大學,0031,國立宜蘭大學,碩士在職專班,197,141,56
106,公立,一般大學,0031,國立宜蘭大學,博士班,12,10,2
106,公立,一般大學,0032,國立聯合大學,學士班(日間),6051,4169,1882
106,公立,一般大學,0032,國立聯合大學,學士班(進修),1253,746,507
106,公立,一般大學,0032,國立聯合大學,碩士班(日間),410,289,121
106,公立,一般大學,0032,國立聯合大學,碩士在職專班,3,1,2
106,公立,一般大學,0032,國立聯合大學,博士班,12,12,0
106,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),7416,5597,1819
106,公立,技專校院,0033,國立虎尾科技大學,學士班(進修),1685,1321,364
106,公立,技專校院,0033,國立虎尾科技大學,碩士班(日間),855,683,172
106,公立,技專校院,0033,國立虎尾科技大學,碩士在職專班,199,142,57
106,公立,技專校院,0033,國立虎尾科技大學,博士班,33,25,8
106,公立,技專校院,0034,國立高雄海洋科技大學,五專,508,422,86
106,公立,技專校院,0034,國立高雄海洋科技大學,學士班(日間),4835,3171,1664
106,公立,技專校院,0034,國立高雄海洋科技大學,學士班(進修),1837,1282,555
106,公立,技專校院,0034,國立高雄海洋科技大學,碩士班(日間),317,204,113
106,公立,技專校院,0034,國立高雄海洋科技大學,碩士在職專班,169,124,45
106,公立,技專校院,0034,國立高雄海洋科技大學,博士班,28,22,6
106,公立,一般大學,0035,國立臺南藝術大學,七年一貫,170,67,103
106,公立,一般大學,0035,國立臺南藝術大學,學士班(日間),784,235,549
106,公立,一般大學,0035,國立臺南藝術大學,碩士班(日間),540,196,344
106,公立,一般大學,0035,國立臺南藝術大學,碩士在職專班,48,16,32
106,公立,一般大學,0035,國立臺南藝術大學,博士班,38,19,19
106,公立,一般大學,0036,國立臺南大學,學士班(日間),3879,1786,2093
106,公立,一般大學,0036,國立臺南大學,學士班(進修),70,20,50
106,公立,一般大學,0036,國立臺南大學,碩士班(日間),940,427,513
106,公立,一般大學,0036,國立臺南大學,碩士在職專班,683,233,450
106,公立,一般大學,0036,國立臺南大學,博士班,173,80,93
106,公立,一般大學,0037,國立臺北教育大學,學士班(日間),3383,1180,2203
106,公立,一般大學,0037,國立臺北教育大學,碩士班(日間),1256,417,839
106,公立,一般大學,0037,國立臺北教育大學,碩士在職專班,1019,237,782
106,公立,一般大學,0037,國立臺北教育大學,博士班,150,70,80
106,公立,一般大學,0039,國立臺中教育大學,學士班(日間),3351,1194,2157
106,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),818,281,537
106,公立,一般大學,0039,國立臺中教育大學,碩士在職專班,713,176,537
106,公立,一般大學,0039,國立臺中教育大學,博士班,124,57,67
106,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),2569,1506,1063
106,公立,技專校院,0042,國立澎湖科技大學,學士班(進修),304,138,166
106,公立,技專校院,0042,國立澎湖科技大學,碩士班(日間),86,46,40
106,公立,技專校院,0042,國立澎湖科技大學,碩士在職專班,49,28,21
106,公立,技專校院,0043,國立勤益科技大學,二專(日間),1,1,0
106,公立,技專校院,0043,國立勤益科技大學,學士班(日間),6727,4613,2114
106,公立,技專校院,0043,國立勤益科技大學,學士班(進修),3599,2948,651
106,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),546,423,123
106,公立,技專校院,0043,國立勤益科技大學,碩士在職專班,285,236,49
106,公立,技專校院,0043,國立勤益科技大學,博士班,18,16,2
106,公立,一般大學,0044,國立體育大學,學士班(日間),1659,1035,624
106,公立,一般大學,0044,國立體育大學,學士班(進修),100,70,30
106,公立,一般大學,0044,國立體育大學,碩士班(日間),356,179,177
106,公立,一般大學,0044,國立體育大學,碩士在職專班,204,110,94
106,公立,一般大學,0044,國立體育大學,博士班,145,96,49
106,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),3530,685,2845
106,公立,技專校院,0046,國立臺北護理健康大學,學士班(進修),717,18,699
106,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),571,107,464
106,公立,技專校院,0046,國立臺北護理健康大學,碩士在職專班,192,26,166
106,公立,技專校院,0046,國立臺北護理健康大學,博士班,67,3,64
106,公立,技專校院,0047,國立高雄餐旅大學,二專(進修),141,52,89
106,公立,技專校院,0047,國立高雄餐旅大學,五專,229,86,143
106,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),3280,912,2368
106,公立,技專校院,0047,國立高雄餐旅大學,學士班(進修),1393,369,1024
106,公立,技專校院,0047,國立高雄餐旅大學,碩士班(日間),139,41,98
106,公立,技專校院,0047,國立高雄餐旅大學,碩士在職專班,55,33,22
106,公立,技專校院,0047,國立高雄餐旅大學,博士班,30,17,13
106,公立,一般大學,0048,國立金門大學,學士班(日間),3367,1748,1619
106,公立,一般大學,0048,國立金門大學,學士班(進修),846,488,358
106,公立,一般大學,0048,國立金門大學,碩士班(日間),202,130,72
106,公立,一般大學,0048,國立金門大學,碩士在職專班,86,61,25
106,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),2455,1475,980
106,公立,一般大學,0049,國立臺灣體育運動大學,學士班(進修),344,250,94
106,公立,一般大學,0049,國立臺灣體育運動大學,碩士班(日間),252,137,115
106,公立,一般大學,0049,國立臺灣體育運動大學,碩士在職專班,103,59,44
106,公立,技專校院,0050,國立臺中科技大學,二專(日間),2,0,2
106,公立,技專校院,0050,國立臺中科技大學,二專(進修),80,5,75
106,公立,技專校院,0050,國立臺中科技大學,五專,3504,711,2793
106,公立,技專校院,0050,國立臺中科技大學,學士班(日間),6860,1831,5029
106,公立,技專校院,0050,國立臺中科技大學,學士班(進修),2594,842,1752
106,公立,技專校院,0050,國立臺中科技大學,碩士班(日間),365,160,205
106,公立,技專校院,0050,國立臺中科技大學,碩士在職專班,194,83,111
106,公立,技專校院,0051,國立臺北商業大學,二專(進修),8,4,4
106,公立,技專校院,0051,國立臺北商業大學,五專,1911,490,1421
106,公立,技專校院,0051,國立臺北商業大學,學士班(日間),3098,813,2285
106,公立,技專校院,0051,國立臺北商業大學,學士班(進修),1500,451,1049
106,公立,技專校院,0051,國立臺北商業大學,碩士班(日間),174,79,95
106,公立,技專校院,0051,國立臺北商業大學,碩士在職專班,39,19,20
106,公立,一般大學,0052,國立屏東大學,學士班(日間),6776,2704,4072
106,公立,一般大學,0052,國立屏東大學,學士班(進修),651,304,347
106,公立,一般大學,0052,國立屏東大學,碩士班(日間),932,394,538
106,公立,一般大學,0052,國立屏東大學,碩士在職專班,556,149,407
106,公立,一般大學,0052,國立屏東大學,博士班,48,27,21
106,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),555,190,365
106,公立,技專校院,0144,國立臺灣戲曲學院,學士班(進修),59,28,31
106,公立,技專校院,0221,國立臺南護理專科學校,二專(日間),97,5,92
106,公立,技專校院,0221,國立臺南護理專科學校,二專(進修),61,7,54
106,公立,技專校院,0221,國立臺南護理專科學校,五專,1797,128,1669
106,公立,技專校院,0222,國立臺東專科學校,二專(日間),579,439,140
106,公立,技專校院,0222,國立臺東專科學校,二專(進修),78,41,37
106,公立,技專校院,0222,國立臺東專科學校,五專,587,267,320
106,私立,一般大學,1001,東海大學,學士班(日間),13588,6192,7396
106,私立,一般大學,1001,東海大學,學士班(進修),548,297,251
106,私立,一般大學,1001,東海大學,碩士班(日間),1308,666,642
106,私立,一般大學,1001,東海大學,碩士在職專班,745,371,374
106,私立,一般大學,1001,東海大學,博士班,240,136,104
106,私立,一般大學,1002,輔仁大學,學士班(日間),18105,7746,10359
106,私立,一般大學,1002,輔仁大學,學士班(進修),4630,1698,2932
106,私立,一般大學,1002,輔仁大學,碩士班(日間),2156,903,1253
106,私立,一般大學,1002,輔仁大學,碩士在職專班,1653,688,965
106,私立,一般大學,1002,輔仁大學,博士班,473,252,221
106,私立,一般大學,1003,東吳大學,學士班(日間),12185,4845,7340
106,私立,一般大學,1003,東吳大學,學士班(進修),1104,345,759
106,私立,一般大學,1003,東吳大學,碩士班(日間),1269,577,692
106,私立,一般大學,1003,東吳大學,碩士在職專班,1170,537,633
106,私立,一般大學,1003,東吳大學,博士班,122,65,57
106,私立,一般大學,1004,中原大學,學士班(日間),13524,7480,6044
106,私立,一般大學,1004,中原大學,碩士班(日間),1620,993,627
106,私立,一般大學,1004,中原大學,碩士在職專班,862,547,315
106,私立,一般大學,1004,中原大學,博士班,336,241,95
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(日間),20889,10624,10265
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(進修),1746,931,815
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士班(日間),1873,1067,806
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士在職專班,1082,559,523
106,私立,一般大學,1005,淡江大學學校財團法人淡江大學,博士班,442,295,147
106,私立,一般大學,1006,中國文化大學,學士班(日間),21364,10102,11262
106,私立,一般大學,1006,中國文化大學,學士班(進修),1892,802,1090
106,私立,一般大學,1006,中國文化大學,碩士班(日間),1596,885,711
106,私立,一般大學,1006,中國文化大學,碩士在職專班,509,205,304
106,私立,一般大學,1006,中國文化大學,博士班,524,337,187
106,私立,一般大學,1007,逢甲大學,學士班(日間),17029,10582,6447
106,私立,一般大學,1007,逢甲大學,學士班(進修),915,502,413
106,私立,一般大學,1007,逢甲大學,碩士班(日間),1642,1133,509
106,私立,一般大學,1007,逢甲大學,碩士在職專班,1120,706,414
106,私立,一般大學,1007,逢甲大學,博士班,440,325,115
106,私立,一般大學,1008,靜宜大學,學士班(日間),11371,4379,6992
106,私立,一般大學,1008,靜宜大學,學士班(進修),4,1,3
106,私立,一般大學,1008,靜宜大學,碩士班(日間),546,200,346
106,私立,一般大學,1008,靜宜大學,碩士在職專班,326,139,187
106,私立,一般大學,1008,靜宜大學,博士班,42,26,16
106,私立,一般大學,1009,長庚大學,學士班(日間),5304,2750,2554
106,私立,一般大學,1009,長庚大學,碩士班(日間),1160,601,559
106,私立,一般大學,1009,長庚大學,碩士在職專班,198,95,103
106,私立,一般大學,1009,長庚大學,博士班,525,361,164
106,私立,一般大學,1010,元智大學,學士班(日間),7209,4094,3115
106,私立,一般大學,1010,元智大學,碩士班(日間),955,631,324
106,私立,一般大學,1010,元智大學,碩士在職專班,686,448,238
106,私立,一般大學,1010,元智大學,博士班,285,206,79
106,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(日間),5427,3366,2061
106,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(進修),408,254,154
106,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士班(日間),550,334,216
106,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士在職專班,242,146,96
106,私立,一般大學,1011,中華大學學校財團法人中華大學,博士班,95,73,22
106,私立,一般大學,1012,大葉大學,學士班(日間),8623,4520,4103
106,私立,一般大學,1012,大葉大學,學士班(進修),1218,686,532
106,私立,一般大學,1012,大葉大學,碩士班(日間),672,401,271
106,私立,一般大學,1012,大葉大學,碩士在職專班,500,172,328
106,私立,一般大學,1012,大葉大學,博士班,134,108,26
106,私立,一般大學,1013,華梵大學,學士班(日間),1864,1002,862
106,私立,一般大學,1013,華梵大學,碩士班(日間),262,141,121
106,私立,一般大學,1013,華梵大學,碩士在職專班,136,52,84
106,私立,一般大學,1013,華梵大學,博士班,58,34,24
106,私立,一般大學,1014,義守大學,學士班(日間),12853,6580,6273
106,私立,一般大學,1014,義守大學,學士班(進修),2258,1398,860
106,私立,一般大學,1014,義守大學,碩士班(日間),442,277,165
106,私立,一般大學,1014,義守大學,碩士在職專班,519,378,141
106,私立,一般大學,1014,義守大學,博士班,137,105,32
106,私立,一般大學,1015,世新大學,學士班(日間),9873,3504,6369
106,私立,一般大學,1015,世新大學,學士班(進修),338,132,206
106,私立,一般大學,1015,世新大學,碩士班(日間),617,308,309
106,私立,一般大學,1015,世新大學,碩士在職專班,806,459,347
106,私立,一般大學,1015,世新大學,博士班,89,44,45
106,私立,一般大學,1016,銘傳大學,學士班(日間),17521,6920,10601
106,私立,一般大學,1016,銘傳大學,碩士班(日間),730,326,404
106,私立,一般大學,1016,銘傳大學,碩士在職專班,809,359,450
106,私立,一般大學,1016,銘傳大學,博士班,69,29,40
106,私立,一般大學,1017,實踐大學,學士班(日間),11783,3967,7816
106,私立,一般大學,1017,實踐大學,學士班(進修),2256,680,1576
106,私立,一般大學,1017,實踐大學,碩士班(日間),351,162,189
106,私立,一般大學,1017,實踐大學,碩士在職專班,165,74,91
106,私立,一般大學,1017,實踐大學,博士班,24,11,13
106,私立,技專校院,1018,朝陽科技大學,學士班(日間),11448,4780,6668
106,私立,技專校院,1018,朝陽科技大學,學士班(進修),3138,1599,1539
106,私立,技專校院,1018,朝陽科技大學,碩士班(日間),674,384,290
106,私立,技專校院,1018,朝陽科技大學,碩士在職專班,442,235,207
106,私立,技專校院,1018,朝陽科技大學,博士班,90,72,18
106,私立,一般大學,1019,高雄醫學大學,學士班(日間),5605,2536,3069
106,私立,一般大學,1019,高雄醫學大學,學士班(進修),45,1,44
106,私立,一般大學,1019,高雄醫學大學,碩士班(日間),678,236,442
106,私立,一般大學,1019,高雄醫學大學,碩士在職專班,230,86,144
106,私立,一般大學,1019,高雄醫學大學,博士班,323,174,149
106,私立,一般大學,1020,南華大學,學士班(日間),4284,2028,2256
106,私立,一般大學,1020,南華大學,學士班(進修),336,198,138
106,私立,一般大學,1020,南華大學,碩士班(日間),592,254,338
106,私立,一般大學,1020,南華大學,碩士在職專班,356,144,212
106,私立,一般大學,1020,南華大學,博士班,32,20,12
106,私立,一般大學,1021,真理大學,學士班(日間),6321,3060,3261
106,私立,一般大學,1021,真理大學,學士班(進修),280,163,117
106,私立,一般大學,1021,真理大學,碩士班(日間),152,87,65
106,私立,一般大學,1021,真理大學,碩士在職專班,20,10,10
106,私立,一般大學,1022,大同大學,學士班(日間),3744,2345,1399
106,私立,一般大學,1022,大同大學,碩士班(日間),362,242,120
106,私立,一般大學,1022,大同大學,碩士在職專班,287,221,66
106,私立,一般大學,1022,大同大學,博士班,104,64,40
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),13194,7307,5887
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(進修),4302,2537,1765
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士班(日間),871,502,369
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士在職專班,403,216,187
106,私立,技專校院,1023,南臺學校財團法人南臺科技大學,博士班,85,72,13
106,私立,技專校院,1024,崑山科技大學,學士班(日間),8042,4756,3286
106,私立,技專校院,1024,崑山科技大學,學士班(進修),3498,2303,1195
106,私立,技專校院,1024,崑山科技大學,碩士班(日間),424,287,137
106,私立,技專校院,1024,崑山科技大學,碩士在職專班,176,133,43
106,私立,技專校院,1024,崑山科技大學,博士班,34,25,9
106,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),12260,5072,7188
106,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(進修),2961,1376,1585
106,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士班(日間),237,115,122
106,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士在職專班,244,121,123
106,私立,技專校院,1026,樹德科技大學,學士班(日間),7981,3413,4568
106,私立,技專校院,1026,樹德科技大學,學士班(進修),1957,946,1011
106,私立,技專校院,1026,樹德科技大學,碩士班(日間),295,158,137
106,私立,技專校院,1026,樹德科技大學,碩士在職專班,439,221,218
106,私立,技專校院,1026,樹德科技大學,博士班,27,9,18
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),2963,1136,1827
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士班(日間),350,124,226
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士在職專班,37,6,31
106,私立,一般大學,1027,慈濟學校財團法人慈濟大學,博士班,110,59,51
106,私立,一般大學,1028,臺北醫學大學,學士班(日間),4779,2038,2741
106,私立,一般大學,1028,臺北醫學大學,學士班(進修),1,0,1
106,私立,一般大學,1028,臺北醫學大學,碩士班(日間),620,225,395
106,私立,一般大學,1028,臺北醫學大學,碩士在職專班,259,63,196
106,私立,一般大學,1028,臺北醫學大學,博士班,453,260,193
106,私立,一般大學,1029,中山醫學大學,學士班(日間),6265,2519,3746
106,私立,一般大學,1029,中山醫學大學,學士班(進修),159,66,93
106,私立,一般大學,1029,中山醫學大學,碩士班(日間),452,157,295
106,私立,一般大學,1029,中山醫學大學,碩士在職專班,148,39,109
106,私立,一般大學,1029,中山醫學大學,博士班,213,142,71
106,私立,技專校院,1030,龍華科技大學,二專(日間),1,0,1
106,私立,技專校院,1030,龍華科技大學,五專,108,87,21
106,私立,技專校院,1030,龍華科技大學,學士班(日間),6497,4178,2319
106,私立,技專校院,1030,龍華科技大學,學士班(進修),3959,2847,1112
106,私立,技專校院,1030,龍華科技大學,碩士班(日間),309,222,87
106,私立,技專校院,1030,龍華科技大學,碩士在職專班,212,152,60
106,私立,技專校院,1031,輔英科技大學,五專,2702,270,2432
106,私立,技專校院,1031,輔英科技大學,學士班(日間),5294,1770,3524
106,私立,技專校院,1031,輔英科技大學,學士班(進修),1133,460,673
106,私立,技專校院,1031,輔英科技大學,碩士班(日間),128,47,81
106,私立,技專校院,1031,輔英科技大學,碩士在職專班,49,2,47
106,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(進修),28,17,11
106,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),8201,4996,3205
106,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(進修),3505,2101,1404
106,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士班(日間),310,212,98
106,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士在職專班,275,224,51
106,私立,一般大學,1033,長榮大學,學士班(日間),8605,3935,4670
106,私立,一般大學,1033,長榮大學,學士班(進修),505,298,207
106,私立,一般大學,1033,長榮大學,碩士班(日間),407,165,242
106,私立,一般大學,1033,長榮大學,碩士在職專班,125,61,64
106,私立,一般大學,1033,長榮大學,博士班,38,25,13
106,私立,技專校院,1034,弘光科技大學,二專(進修),110,15,95
106,私立,技專校院,1034,弘光科技大學,五專,264,18,246
106,私立,技專校院,1034,弘光科技大學,學士班(日間),8115,2776,5339
106,私立,技專校院,1034,弘光科技大學,學士班(進修),4171,1482,2689
106,私立,技專校院,1034,弘光科技大學,碩士班(日間),191,55,136
