,學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,系所名稱,學制,輔系人次
,101,1,公立,一般大學,1,國立政治大學,教育學系,學士班(日間),157
,101,1,公立,一般大學,1,國立政治大學,中國文學系,學士班(日間),135
,101,1,公立,一般大學,1,國立政治大學,英國語文學系,學士班(日間),109
,101,1,公立,一般大學,1,國立政治大學,日本語文學系,學士班(日間),55
,101,1,公立,一般大學,1,國立政治大學,阿拉伯語文學系,學士班(日間),54
,101,1,公立,一般大學,1,國立政治大學,韓國語文學系,學士班(日間),85
,101,1,公立,一般大學,1,國立政治大學,土耳其語文學系,學士班(日間),64
,101,1,公立,一般大學,1,國立政治大學,歐洲語文學系,學士班(日間),150
,101,1,公立,一般大學,1,國立政治大學,斯拉夫語文學系,學士班(日間),69
,101,1,公立,一般大學,1,國立政治大學,歷史學系,學士班(日間),105
,101,1,公立,一般大學,1,國立政治大學,哲學系,學士班(日間),46
,101,1,公立,一般大學,1,國立政治大學,經濟學系,學士班(日間),94
,101,1,公立,一般大學,1,國立政治大學,政治學系,學士班(日間),79
,101,1,公立,一般大學,1,國立政治大學,社會學系,學士班(日間),55
,101,1,公立,一般大學,1,國立政治大學,民族學系,學士班(日間),56
,101,1,公立,一般大學,1,國立政治大學,心理學系,學士班(日間),39
,101,1,公立,一般大學,1,國立政治大學,公共行政學系,學士班(日間),59
,101,1,公立,一般大學,1,國立政治大學,地政學系,學士班(日間),122
,101,1,公立,一般大學,1,國立政治大學,外交學系,學士班(日間),121
,101,1,公立,一般大學,1,國立政治大學,傳播學士學位學程,學士班(日間),35
,101,1,公立,一般大學,1,國立政治大學,新聞學系,學士班(日間),125
,101,1,公立,一般大學,1,國立政治大學,廣播電視學系,學士班(日間),47
,101,1,公立,一般大學,1,國立政治大學,廣告學系,學士班(日間),50
,101,1,公立,一般大學,1,國立政治大學,會計學系,學士班(日間),74
,101,1,公立,一般大學,1,國立政治大學,企業管理學系,學士班(日間),75
,101,1,公立,一般大學,1,國立政治大學,國際經營與貿易學系,學士班(日間),57
,101,1,公立,一般大學,1,國立政治大學,財務管理學系,學士班(日間),42
,101,1,公立,一般大學,1,國立政治大學,金融學系,學士班(日間),47
,101,1,公立,一般大學,1,國立政治大學,風險管理與保險學系,學士班(日間),40
,101,1,公立,一般大學,1,國立政治大學,財政學系,學士班(日間),114
,101,1,公立,一般大學,1,國立政治大學,法律學系,學士班(日間),186
,101,1,公立,一般大學,1,國立政治大學,應用數學系,學士班(日間),15
,101,1,公立,一般大學,1,國立政治大學,統計學系,學士班(日間),28
,101,1,公立,一般大學,1,國立政治大學,資訊管理學系,學士班(日間),52
,101,1,公立,一般大學,1,國立政治大學,資訊科學系,學士班(日間),19
,101,1,公立,一般大學,2,國立清華大學,中國文學系,學士班(日間),13
,101,1,公立,一般大學,2,國立清華大學,外國語文學系,學士班(日間),25
,101,1,公立,一般大學,2,國立清華大學,人文社會學院學士班,學士班(日間),13
,101,1,公立,一般大學,2,國立清華大學,經濟學系,學士班(日間),51
,101,1,公立,一般大學,2,國立清華大學,計量財務金融學系,學士班(日間),43
,101,1,公立,一般大學,2,國立清華大學,科技管理學院學士班,學士班(日間),5
,101,1,公立,一般大學,2,國立清華大學,生命科學系,學士班(日間),15
,101,1,公立,一般大學,2,國立清華大學,生命科學院學士班,學士班(日間),1
,101,1,公立,一般大學,2,國立清華大學,化學系,學士班(日間),7
,101,1,公立,一般大學,2,國立清華大學,物理學系,學士班(日間),13
,101,1,公立,一般大學,2,國立清華大學,數學系,學士班(日間),39
,101,1,公立,一般大學,2,國立清華大學,電機工程學系,學士班(日間),13
,101,1,公立,一般大學,2,國立清華大學,資訊工程學系,學士班(日間),14
,101,1,公立,一般大學,2,國立清華大學,電機資訊學院學士班,學士班(日間),1
,101,1,公立,一般大學,2,國立清華大學,動力機械工程學系,學士班(日間),12
,101,1,公立,一般大學,2,國立清華大學,化學工程學系,學士班(日間),5
,101,1,公立,一般大學,2,國立清華大學,材料科學工程學系,學士班(日間),14
,101,1,公立,一般大學,2,國立清華大學,工業工程與工程管理學系,學士班(日間),27
,101,1,公立,一般大學,2,國立清華大學,生醫工程與環境科學系,學士班(日間),1
,101,1,公立,一般大學,2,國立清華大學,工程與系統科學系,學士班(日間),13
,101,1,公立,一般大學,3,國立臺灣大學,戲劇學系,學士班(日間),18
,101,1,公立,一般大學,3,國立臺灣大學,中國文學系,學士班(日間),33
,101,1,公立,一般大學,3,國立臺灣大學,外國語文學系,學士班(日間),93
,101,1,公立,一般大學,3,國立臺灣大學,日本語文學系,學士班(日間),43
,101,1,公立,一般大學,3,國立臺灣大學,歷史學系,學士班(日間),43
,101,1,公立,一般大學,3,國立臺灣大學,人類學系,學士班(日間),21
,101,1,公立,一般大學,3,國立臺灣大學,哲學系,學士班(日間),24
,101,1,公立,一般大學,3,國立臺灣大學,經濟學系,學士班(日間),81
,101,1,公立,一般大學,3,國立臺灣大學,政治學系,學士班(日間),140
,101,1,公立,一般大學,3,國立臺灣大學,社會學系,學士班(日間),31
,101,1,公立,一般大學,3,國立臺灣大學,心理學系,學士班(日間),27
,101,1,公立,一般大學,3,國立臺灣大學,地理環境資源學系,學士班(日間),30
,101,1,公立,一般大學,3,國立臺灣大學,圖書資訊學系,學士班(日間),31
,101,1,公立,一般大學,3,國立臺灣大學,會計學系,學士班(日間),27
,101,1,公立,一般大學,3,國立臺灣大學,工商管理學系,學士班(日間),50
,101,1,公立,一般大學,3,國立臺灣大學,國際企業學系,學士班(日間),39
,101,1,公立,一般大學,3,國立臺灣大學,財務金融學系,學士班(日間),42
,101,1,公立,一般大學,3,國立臺灣大學,法律學系,學士班(日間),86
,101,1,公立,一般大學,3,國立臺灣大學,生命科學系,學士班(日間),28
,101,1,公立,一般大學,3,國立臺灣大學,昆蟲學系,學士班(日間),11
,101,1,公立,一般大學,3,國立臺灣大學,生化科技學系,學士班(日間),6
,101,1,公立,一般大學,3,國立臺灣大學,化學系,學士班(日間),18
,101,1,公立,一般大學,3,國立臺灣大學,地質科學系,學士班(日間),21
,101,1,公立,一般大學,3,國立臺灣大學,物理學系,學士班(日間),17
,101,1,公立,一般大學,3,國立臺灣大學,大氣科學系,學士班(日間),19
,101,1,公立,一般大學,3,國立臺灣大學,數學系,學士班(日間),19
,101,1,公立,一般大學,3,國立臺灣大學,資訊管理學系,學士班(日間),14
,101,1,公立,一般大學,3,國立臺灣大學,電機工程學系,學士班(日間),66
,101,1,公立,一般大學,3,國立臺灣大學,資訊工程學系,學士班(日間),25
,101,1,公立,一般大學,3,國立臺灣大學,機械工程學系,學士班(日間),43
,101,1,公立,一般大學,3,國立臺灣大學,生物產業機電工程學系,學士班(日間),5
,101,1,公立,一般大學,3,國立臺灣大學,土木工程學系,學士班(日間),33
,101,1,公立,一般大學,3,國立臺灣大學,生物環境系統工程學系,學士班(日間),13
,101,1,公立,一般大學,3,國立臺灣大學,化學工程學系,學士班(日間),24
,101,1,公立,一般大學,3,國立臺灣大學,材料科學與工程學系,學士班(日間),15
,101,1,公立,一般大學,3,國立臺灣大學,工程科學及海洋工程學系,學士班(日間),15
,101,1,公立,一般大學,3,國立臺灣大學,農藝學系,學士班(日間),13
,101,1,公立,一般大學,3,國立臺灣大學,動物科學技術學系,學士班(日間),2
,101,1,公立,一般大學,3,國立臺灣大學,園藝暨景觀學系,學士班(日間),23
,101,1,公立,一般大學,3,國立臺灣大學,植物病理與微生物學系,學士班(日間),8
,101,1,公立,一般大學,3,國立臺灣大學,農業經濟學系,學士班(日間),21
,101,1,公立,一般大學,3,國立臺灣大學,生物產業傳播暨發展學系,學士班(日間),37
,101,1,公立,一般大學,3,國立臺灣大學,農業化學系,學士班(日間),21
,101,1,公立,一般大學,3,國立臺灣大學,森林環境暨資源學系,學士班(日間),34
,101,1,公立,一般大學,3,國立臺灣大學,獸醫學系,學士班(日間),9
,101,1,公立,一般大學,3,國立臺灣大學,醫學系,學士班(日間),35
,101,1,公立,一般大學,3,國立臺灣大學,公共衛生學系,學士班(日間),19
,101,1,公立,一般大學,3,國立臺灣大學,藥學系,學士班(日間),12
,101,1,公立,一般大學,3,國立臺灣大學,物理治療學系,學士班(日間),8
,101,1,公立,一般大學,3,國立臺灣大學,職能治療學系,學士班(日間),7
,101,1,公立,一般大學,3,國立臺灣大學,護理學系,學士班(日間),13
,101,1,公立,一般大學,3,國立臺灣大學,醫學檢驗暨生物技術學系,學士班(日間),8
,101,1,公立,一般大學,3,國立臺灣大學,牙醫學系,學士班(日間),3
,101,1,公立,一般大學,3,國立臺灣大學,社會工作學系,學士班(日間),40
,101,1,公立,一般大學,4,國立臺灣師範大學,教育學系,學士班(日間),111
,101,1,公立,一般大學,4,國立臺灣師範大學,教育心理與輔導學系,學士班(日間),20
,101,1,公立,一般大學,4,國立臺灣師範大學,公民教育與活動領導學系,學士班(日間),44
,101,1,公立,一般大學,4,國立臺灣師範大學,社會教育學系,學士班(日間),45
,101,1,公立,一般大學,4,國立臺灣師範大學,人類發展與家庭學系,學士班(日間),43
,101,1,公立,一般大學,4,國立臺灣師範大學,工業教育學系,學士班(日間),6
,101,1,公立,一般大學,4,國立臺灣師範大學,體育學系,學士班(日間),4
,101,1,公立,一般大學,4,國立臺灣師範大學,健康促進與衛生教育學系,學士班(日間),13
,101,1,公立,一般大學,4,國立臺灣師範大學,特殊教育學系,學士班(日間),40
,101,1,公立,一般大學,4,國立臺灣師範大學,科技應用與人力資源發展學系,學士班(日間),11
,101,1,公立,一般大學,4,國立臺灣師範大學,美術學系,學士班(日間),7
,101,1,公立,一般大學,4,國立臺灣師範大學,音樂學系,學士班(日間),11
,101,1,公立,一般大學,4,國立臺灣師範大學,臺灣語文學系,學士班(日間),2
,101,1,公立,一般大學,4,國立臺灣師範大學,國文學系,學士班(日間),41
,101,1,公立,一般大學,4,國立臺灣師範大學,應用華語文學系,學士班(日間),23
,101,1,公立,一般大學,4,國立臺灣師範大學,英語學系,學士班(日間),5
,101,1,公立,一般大學,4,國立臺灣師範大學,歷史學系,學士班(日間),21
,101,1,公立,一般大學,4,國立臺灣師範大學,地理學系,學士班(日間),28
,101,1,公立,一般大學,4,國立臺灣師範大學,東亞學系,學士班(日間),6
,101,1,公立,一般大學,4,國立臺灣師範大學,圖文傳播學系,學士班(日間),4
,101,1,公立,一般大學,4,國立臺灣師範大學,企業管理學士學位學程,學士班(日間),4
,101,1,公立,一般大學,4,國立臺灣師範大學,生命科學系,學士班(日間),7
,101,1,公立,一般大學,4,國立臺灣師範大學,化學系,學士班(日間),2
,101,1,公立,一般大學,4,國立臺灣師範大學,地球科學系,學士班(日間),11
,101,1,公立,一般大學,4,國立臺灣師範大學,物理學系,學士班(日間),1
,101,1,公立,一般大學,4,國立臺灣師範大學,數學系,學士班(日間),10
,101,1,公立,一般大學,4,國立臺灣師範大學,應用電子科技學系,學士班(日間),2
,101,1,公立,一般大學,4,國立臺灣師範大學,機電科技學系,學士班(日間),4
,101,1,公立,一般大學,4,國立臺灣師範大學,運動競技學系,學士班(日間),1
,101,1,公立,一般大學,5,國立成功大學,台灣文學系,學士班(日間),4
,101,1,公立,一般大學,5,國立成功大學,中國文學系,學士班(日間),1
,101,1,公立,一般大學,5,國立成功大學,外國語文學系,學士班(日間),6
,101,1,公立,一般大學,5,國立成功大學,歷史學系,學士班(日間),4
,101,1,公立,一般大學,5,國立成功大學,經濟學系,學士班(日間),2
,101,1,公立,一般大學,5,國立成功大學,政治學系,學士班(日間),4
,101,1,公立,一般大學,5,國立成功大學,心理學系,學士班(日間),1
,101,1,公立,一般大學,5,國立成功大學,會計學系,學士班(日間),1
,101,1,公立,一般大學,5,國立成功大學,企業管理學系,學士班(日間),4
,101,1,公立,一般大學,5,國立成功大學,工業與資訊管理學系,學士班(日間),4
,101,1,公立,一般大學,5,國立成功大學,法律學系,學士班(日間),1
,101,1,公立,一般大學,5,國立成功大學,生命科學系,學士班(日間),3
,101,1,公立,一般大學,5,國立成功大學,化學系,學士班(日間),1
,101,1,公立,一般大學,5,國立成功大學,地球科學系,學士班(日間),2
,101,1,公立,一般大學,5,國立成功大學,物理學系,學士班(日間),1
,101,1,公立,一般大學,5,國立成功大學,數學系,學士班(日間),2
,101,1,公立,一般大學,5,國立成功大學,電機工程學系,學士班(日間),2
,101,1,公立,一般大學,5,國立成功大學,資訊工程學系,學士班(日間),1
,101,1,公立,一般大學,5,國立成功大學,航空太空工程學系,學士班(日間),1
,101,1,公立,一般大學,5,國立成功大學,土木工程學系,學士班(日間),2
,101,1,公立,一般大學,5,國立成功大學,化學工程學系,學士班(日間),2
,101,1,公立,一般大學,5,國立成功大學,資源工程學系,學士班(日間),1
,101,1,公立,一般大學,5,國立成功大學,測量及空間資訊學系,學士班(日間),3
,101,1,公立,一般大學,5,國立成功大學,環境工程學系,學士班(日間),1
,101,1,公立,一般大學,5,國立成功大學,物理治療學系,學士班(日間),1
,101,1,公立,一般大學,5,國立成功大學,交通管理科學系,學士班(日間),2
,101,1,公立,一般大學,6,國立中興大學,中國文學系,學士班(日間),6
,101,1,公立,一般大學,6,國立中興大學,外國語文學系,學士班(日間),2
,101,1,公立,一般大學,6,國立中興大學,歷史學系,學士班(日間),7
,101,1,公立,一般大學,6,國立中興大學,應用經濟學系,學士班(日間),4
,101,1,公立,一般大學,6,國立中興大學,會計學系,學士班(日間),1
,101,1,公立,一般大學,6,國立中興大學,企業管理學系,學士班(日間),4
,101,1,公立,一般大學,6,國立中興大學,財務金融學系,學士班(日間),3
,101,1,公立,一般大學,6,國立中興大學,行銷學系,學士班(日間),3
,101,1,公立,一般大學,6,國立中興大學,法律學系,學士班(日間),2
,101,1,公立,一般大學,6,國立中興大學,生命科學系,學士班(日間),2
,101,1,公立,一般大學,6,國立中興大學,昆蟲學系,學士班(日間),5
,101,1,公立,一般大學,6,國立中興大學,生物科技學士學位學程,學士班(日間),3
,101,1,公立,一般大學,6,國立中興大學,化學系,學士班(日間),1
,101,1,公立,一般大學,6,國立中興大學,物理學系,學士班(日間),1
,101,1,公立,一般大學,6,國立中興大學,應用數學系,學士班(日間),3
,101,1,公立,一般大學,6,國立中興大學,資訊管理學系,學士班(日間),1
,101,1,公立,一般大學,6,國立中興大學,資訊科學與工程學系,學士班(日間),4
,101,1,公立,一般大學,6,國立中興大學,土木工程學系,學士班(日間),1
,101,1,公立,一般大學,6,國立中興大學,材料科學與工程學系,學士班(日間),1
,101,1,公立,一般大學,6,國立中興大學,環境工程學系,學士班(日間),3
,101,1,公立,一般大學,6,國立中興大學,景觀與遊憩學士學位學程,學士班(日間),4
,101,1,公立,一般大學,6,國立中興大學,農藝學系,學士班(日間),5
,101,1,公立,一般大學,6,國立中興大學,動物科學系,學士班(日間),1
,101,1,公立,一般大學,6,國立中興大學,園藝學系,學士班(日間),2
,101,1,公立,一般大學,6,國立中興大學,植物病理學系,學士班(日間),4
,101,1,公立,一般大學,6,國立中興大學,國際農企業學士學位學程,學士班(日間),2
,101,1,公立,一般大學,6,國立中興大學,食品暨應用生物科技學系,學士班(日間),1
,101,1,公立,一般大學,6,國立中興大學,水土保持學系,學士班(日間),4
,101,1,公立,一般大學,6,國立中興大學,土壤環境科學系,學士班(日間),6
,101,1,公立,一般大學,6,國立中興大學,森林學系,學士班(日間),6
,101,1,公立,一般大學,7,國立交通大學,教育研究所,碩士班(日間),2
,101,1,公立,一般大學,7,國立交通大學,教育研究所,博士班,1
,101,1,公立,一般大學,7,國立交通大學,外國語文學系,學士班(日間),15
,101,1,公立,一般大學,7,國立交通大學,人文社會學系,學士班(日間),16
,101,1,公立,一般大學,7,國立交通大學,傳播與科技學系,學士班(日間),5
,101,1,公立,一般大學,7,國立交通大學,管理科學系,學士班(日間),7
,101,1,公立,一般大學,7,國立交通大學,生物科技學系,學士班(日間),4
,101,1,公立,一般大學,7,國立交通大學,應用數學系,學士班(日間),3
,101,1,公立,一般大學,7,國立交通大學,應用數學系,碩士班(日間),1
,101,1,公立,一般大學,7,國立交通大學,資訊管理研究所,博士班,1
,101,1,公立,一般大學,7,國立交通大學,電機工程學系,學士班(日間),6
,101,1,公立,一般大學,7,國立交通大學,電子工程學系,學士班(日間),2
,101,1,公立,一般大學,7,國立交通大學,電子研究所,博士班,1
,101,1,公立,一般大學,7,國立交通大學,資訊工程學系,學士班(日間),2
,101,1,公立,一般大學,7,國立交通大學,資訊科學與工程研究所,碩士班(日間),1
,101,1,公立,一般大學,7,國立交通大學,機械工程學系,學士班(日間),8
,101,1,公立,一般大學,7,國立交通大學,土木工程學系,學士班(日間),5
,101,1,公立,一般大學,7,國立交通大學,土木工程學系,碩士班(日間),1
,101,1,公立,一般大學,7,國立交通大學,土木工程學系,博士班,4
,101,1,公立,一般大學,7,國立交通大學,材料科學與工程學系,學士班(日間),5
,101,1,公立,一般大學,7,國立交通大學,奈米科學及工程學士學位學程(與電機、工、理、生物科技學院跨院辦理）,學士班(日間),1
,101,1,公立,一般大學,7,國立交通大學,工業工程與管理學系,學士班(日間),1
,101,1,公立,一般大學,7,國立交通大學,工業工程與管理學系,博士班,1
,101,1,公立,一般大學,7,國立交通大學,生醫工程研究所,碩士班(日間),1
,101,1,公立,一般大學,7,國立交通大學,運輸科技與管理學系,學士班(日間),4
,101,1,公立,一般大學,7,國立交通大學,交通運輸研究所,博士班,1
,101,1,公立,一般大學,8,國立中央大學,英美語文學系,學士班(日間),4
,101,1,公立,一般大學,8,國立中央大學,法國語文學系,學士班(日間),8
,101,1,公立,一般大學,8,國立中央大學,經濟學系,學士班(日間),13
,101,1,公立,一般大學,8,國立中央大學,企業管理學系,學士班(日間),12
,101,1,公立,一般大學,8,國立中央大學,財務金融學系,學士班(日間),5
,101,1,公立,一般大學,8,國立中央大學,地球科學學系,學士班(日間),4
,101,1,公立,一般大學,8,國立中央大學,物理學系,學士班(日間),3
,101,1,公立,一般大學,8,國立中央大學,大氣科學學系,學士班(日間),3
,101,1,公立,一般大學,8,國立中央大學,理學院學士班,學士班(日間),2
,101,1,公立,一般大學,8,國立中央大學,數學系,學士班(日間),5
,101,1,公立,一般大學,8,國立中央大學,資訊管理學系,學士班(日間),9
,101,1,公立,一般大學,8,國立中央大學,電機工程學系,學士班(日間),2
,101,1,公立,一般大學,8,國立中央大學,光電科學與工程學系,學士班(日間),2
,101,1,公立,一般大學,8,國立中央大學,資訊工程學系,學士班(日間),7
,101,1,公立,一般大學,8,國立中央大學,機械工程學系,學士班(日間),1
,101,1,公立,一般大學,8,國立中央大學,土木工程學系,學士班(日間),1
,101,1,公立,一般大學,8,國立中央大學,化學工程與材料工程學系,學士班(日間),1
,101,1,公立,一般大學,9,國立中山大學,音樂學系,學士班(日間),2
,101,1,公立,一般大學,9,國立中山大學,劇場藝術學系,學士班(日間),2
,101,1,公立,一般大學,9,國立中山大學,中國文學系,學士班(日間),3
,101,1,公立,一般大學,9,國立中山大學,政治經濟學系,學士班(日間),2
,101,1,公立,一般大學,9,國立中山大學,社會學系,學士班(日間),1
,101,1,公立,一般大學,9,國立中山大學,企業管理學系,學士班(日間),2
,101,1,公立,一般大學,9,國立中山大學,財務管理學系,學士班(日間),1
,101,1,公立,一般大學,9,國立中山大學,化學系,學士班(日間),1
,101,1,公立,一般大學,9,國立中山大學,物理學系,學士班(日間),1
,101,1,公立,一般大學,9,國立中山大學,海洋生物科技暨資源學系,學士班(日間),5
,101,1,公立,一般大學,9,國立中山大學,海洋科學學士學位學程,學士班(日間),5
,101,1,公立,一般大學,9,國立中山大學,應用數學系,學士班(日間),2
,101,1,公立,一般大學,9,國立中山大學,資訊管理學系,學士班(日間),2
,101,1,公立,一般大學,9,國立中山大學,電機工程學系,學士班(日間),1
,101,1,公立,一般大學,9,國立中山大學,機械與機電工程學系,學士班(日間),2
,101,1,公立,一般大學,9,國立中山大學,材料與光電科學學系,學士班(日間),1
,101,1,公立,一般大學,12,國立臺灣海洋大學,海洋環境資訊系,學士班(日間),7
,101,1,公立,一般大學,12,國立臺灣海洋大學,輪機工程學系,學士班(日間),3
,101,1,公立,一般大學,12,國立臺灣海洋大學,食品科學系,學士班(日間),1
,101,1,公立,一般大學,12,國立臺灣海洋大學,環境生物與漁業科學學系,學士班(日間),1
,101,1,公立,一般大學,12,國立臺灣海洋大學,水產養殖學系,學士班(日間),2
,101,1,公立,一般大學,12,國立臺灣海洋大學,運輸科學系,學士班(日間),3
,101,1,公立,一般大學,13,國立中正大學,成人及繼續教育學系,學士班(日間),20
,101,1,公立,一般大學,13,國立中正大學,中國文學系,學士班(日間),18
,101,1,公立,一般大學,13,國立中正大學,外國語文學系,學士班(日間),20
,101,1,公立,一般大學,13,國立中正大學,歷史學系,學士班(日間),17
,101,1,公立,一般大學,13,國立中正大學,哲學系,學士班(日間),8
,101,1,公立,一般大學,13,國立中正大學,經濟學系,學士班(日間),16
,101,1,公立,一般大學,13,國立中正大學,政治學系,學士班(日間),21
,101,1,公立,一般大學,13,國立中正大學,心理學系,學士班(日間),3
,101,1,公立,一般大學,13,國立中正大學,勞工關係學系,學士班(日間),27
,101,1,公立,一般大學,13,國立中正大學,犯罪防治學系,學士班(日間),13
,101,1,公立,一般大學,13,國立中正大學,傳播學系,學士班(日間),6
,101,1,公立,一般大學,13,國立中正大學,會計與資訊科技學系,學士班(日間),6
,101,1,公立,一般大學,13,國立中正大學,企業管理學系,學士班(日間),23
,101,1,公立,一般大學,13,國立中正大學,財務金融學系,學士班(日間),13
,101,1,公立,一般大學,13,國立中正大學,法律學系,學士班(日間),5
,101,1,公立,一般大學,13,國立中正大學,財經法律學系,學士班(日間),13
,101,1,公立,一般大學,13,國立中正大學,生命科學系,學士班(日間),4
,101,1,公立,一般大學,13,國立中正大學,化學暨生物化學系,學士班(日間),1
,101,1,公立,一般大學,13,國立中正大學,地球與環境科學系,學士班(日間),1
,101,1,公立,一般大學,13,國立中正大學,數學系,學士班(日間),10
,101,1,公立,一般大學,13,國立中正大學,資訊管理學系,學士班(日間),1
,101,1,公立,一般大學,13,國立中正大學,電機工程學系,學士班(日間),1
,101,1,公立,一般大學,13,國立中正大學,通訊工程學系,學士班(日間),1
,101,1,公立,一般大學,13,國立中正大學,化學工程學系,學士班(日間),1
,101,1,公立,一般大學,13,國立中正大學,社會福利學系,學士班(日間),21
,101,1,公立,一般大學,14,國立高雄師範大學,教育學系,學士班(日間),15
,101,1,公立,一般大學,14,國立高雄師範大學,工業科技教育學系,學士班(日間),2
,101,1,公立,一般大學,14,國立高雄師範大學,特殊教育學系,學士班(日間),8
,101,1,公立,一般大學,14,國立高雄師範大學,美術學系,學士班(日間),1
,101,1,公立,一般大學,14,國立高雄師範大學,音樂學系,學士班(日間),2
,101,1,公立,一般大學,14,國立高雄師範大學,國文學系,學士班(日間),2
,101,1,公立,一般大學,14,國立高雄師範大學,英語學系,學士班(日間),21
,101,1,公立,一般大學,14,國立高雄師範大學,工業設計學系,學士班(日間),4
,101,1,公立,一般大學,14,國立高雄師範大學,地理學系,學士班(日間),8
,101,1,公立,一般大學,14,國立高雄師範大學,生物科技系,學士班(日間),2
,101,1,公立,一般大學,14,國立高雄師範大學,數學系,學士班(日間),2
,101,1,公立,一般大學,14,國立高雄師範大學,軟體工程學系,學士班(日間),1
,101,1,公立,一般大學,14,國立高雄師範大學,電子工程學系,學士班(日間),1
,101,1,公立,一般大學,15,國立彰化師範大學,公共事務與公民教育學系,學士班(日間),2
,101,1,公立,一般大學,15,國立彰化師範大學,工業教育與技術學系,學士班(日間),1
,101,1,公立,一般大學,15,國立彰化師範大學,商業教育學系,學士班(日間),16
,101,1,公立,一般大學,15,國立彰化師範大學,運動學系,學士班(日間),4
,101,1,公立,一般大學,15,國立彰化師範大學,特殊教育學系,學士班(日間),59
,101,1,公立,一般大學,15,國立彰化師範大學,美術學系,學士班(日間),2
,101,1,公立,一般大學,15,國立彰化師範大學,國文學系,學士班(日間),2
,101,1,公立,一般大學,15,國立彰化師範大學,英語學系,學士班(日間),1
,101,1,公立,一般大學,15,國立彰化師範大學,輔導與諮商學系,學士班(日間),6
,101,1,公立,一般大學,15,國立彰化師範大學,地理學系,學士班(日間),7
,101,1,公立,一般大學,15,國立彰化師範大學,企業管理學系,學士班(日間),3
,101,1,公立,一般大學,15,國立彰化師範大學,生物學系,學士班(日間),1
,101,1,公立,一般大學,15,國立彰化師範大學,化學系,學士班(日間),1
,101,1,公立,一般大學,15,國立彰化師範大學,物理學系,學士班(日間),1
,101,1,公立,一般大學,15,國立彰化師範大學,數學系,學士班(日間),3
,101,1,公立,一般大學,15,國立彰化師範大學,資訊管理學系,學士班(日間),3
,101,1,公立,一般大學,17,國立臺北大學,中國文學系,學士班(日間),40
,101,1,公立,一般大學,17,國立臺北大學,應用外語學系,學士班(日間),47
,101,1,公立,一般大學,17,國立臺北大學,歷史學系,學士班(日間),29
,101,1,公立,一般大學,17,國立臺北大學,經濟學系,學士班(日間),31
,101,1,公立,一般大學,17,國立臺北大學,社會學系,學士班(日間),29
,101,1,公立,一般大學,17,國立臺北大學,公共行政暨政策學系,學士班(日間),64
,101,1,公立,一般大學,17,國立臺北大學,會計學系,學士班(日間),13
,101,1,公立,一般大學,17,國立臺北大學,企業管理學系,學士班(日間),21
,101,1,公立,一般大學,17,國立臺北大學,金融與合作經營學系,學士班(日間),15
,101,1,公立,一般大學,17,國立臺北大學,財政學系,學士班(日間),8
,101,1,公立,一般大學,17,國立臺北大學,不動產與城鄉環境學系,學士班(日間),23
,101,1,公立,一般大學,17,國立臺北大學,法律學系,學士班(日間),23
,101,1,公立,一般大學,17,國立臺北大學,統計學系,學士班(日間),9
,101,1,公立,一般大學,17,國立臺北大學,資訊工程學系,學士班(日間),6
,101,1,公立,一般大學,17,國立臺北大學,社會工作學系,學士班(日間),17
,101,1,公立,一般大學,17,國立臺北大學,社會工作學系,學士班(進修),1
,101,1,公立,一般大學,17,國立臺北大學,休閒運動與管理學系,學士班(日間),3
,101,1,公立,一般大學,18,國立嘉義大學,教育學系,學士班(日間),15
,101,1,公立,一般大學,18,國立嘉義大學,幼兒教育學系,學士班(日間),3
,101,1,公立,一般大學,18,國立嘉義大學,特殊教育學系,學士班(日間),1
,101,1,公立,一般大學,18,國立嘉義大學,數位學習設計與管理學系,學士班(日間),19
,101,1,公立,一般大學,18,國立嘉義大學,視覺藝術學系,學士班(日間),1
,101,1,公立,一般大學,18,國立嘉義大學,視覺藝術學系,學士班(進修),1
,101,1,公立,一般大學,18,國立嘉義大學,中國文學系,學士班(日間),4
,101,1,公立,一般大學,18,國立嘉義大學,外國語言學系,學士班(日間),12
,101,1,公立,一般大學,18,國立嘉義大學,史地學系,學士班(日間),3
,101,1,公立,一般大學,18,國立嘉義大學,輔導與諮商學系,學士班(日間),1
,101,1,公立,一般大學,18,國立嘉義大學,企業管理學系,學士班(日間),1
,101,1,公立,一般大學,18,國立嘉義大學,財務金融學系,學士班(日間),1
,101,1,公立,一般大學,18,國立嘉義大學,生物事業管理學系,學士班(日間),7
,101,1,公立,一般大學,18,國立嘉義大學,水生生物科學系,學士班(日間),1
,101,1,公立,一般大學,18,國立嘉義大學,生物資源學系,學士班(日間),1
,101,1,公立,一般大學,18,國立嘉義大學,生化科技學系,學士班(日間),1
,101,1,公立,一般大學,18,國立嘉義大學,電機工程學系,學士班(日間),1
,101,1,公立,一般大學,18,國立嘉義大學,農藝學系,學士班(日間),1
,101,1,公立,一般大學,18,國立嘉義大學,動物科學系,學士班(日間),2
,101,1,公立,一般大學,18,國立嘉義大學,園藝學系,學士班(日間),4
,101,1,公立,一般大學,18,國立嘉義大學,森林暨自然資源學系,學士班(日間),6
,101,1,公立,一般大學,18,國立嘉義大學,木質材料與設計學系,學士班(日間),4
,101,1,公立,一般大學,19,國立高雄大學,西洋語文學系,學士班(日間),5
